,Protein_Group,Protein_Ids,Protein_Names,Genes,First_Protein_Description,1139,3058,Peptides
1398,O35393,O35393,EFNB3_MOUSE,Efnb3,Ephrin-B3,25774.7,58528.9,
1399,F8VPU2,F8VPU2,FARP1_MOUSE,Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",113569.0,257729.0,
1400,P61982,P61982,1433G_MOUSE,Ywhag,14-3-3 protein gamma,307108.0,696625.0,
1401,Q5SQX6,Q5SQX6;Q7TMB8,CYFP2_MOUSE,Cyfip2,Cytoplasmic FMR1-interacting protein 2,71414.5,161883.0,
1402,Q8BU30,Q8BU30,SYIC_MOUSE,Iars1,"Isoleucine--tRNA ligase, cytoplasmic",30266.8,68579.8,
1403,P50518,P50518,VATE1_MOUSE,Atp6v1e1,V-type proton ATPase subunit E 1,17821.4,40372.8,
1404,Q8C0C7,Q8C0C7,SYFA_MOUSE,Farsa,Phenylalanine--tRNA ligase alpha subunit,34330.3,77710.5,
1405,Q7TPH6,Q7TPH6,MYCB2_MOUSE,Mycbp2,E3 ubiquitin-protein ligase MYCBP2,15992.6,36185.9,
1406,Q3U186,Q3U186,SYRM_MOUSE,Rars2,"Probable arginine--tRNA ligase, mitochondrial",30126.8,68157.8,
1407,Q9D4H1,Q9D4H1,EXOC2_MOUSE,Exoc2,Exocyst complex component 2,30576.8,69124.3,
1408,Q8BFZ3,Q8BFZ3,ACTBL_MOUSE,Actbl2,Beta-actin-like protein 2,1980330.0,4475580.0,
1409,Q8K021,Q8K021,SCAM1_MOUSE,Scamp1,Secretory carrier-associated membrane protein 1,11483.6,25928.0,
1410,Q9D2P8,Q9D2P8,MOBP_MOUSE,Mobp,Myelin-associated oligodendrocyte basic protein,367729.0,829706.0,
1411,P31324,P31324,KAP3_MOUSE,Prkar2b,cAMP-dependent protein kinase type II-beta regulatory subunit,54764.9,123525.0,
1412,P56480,P56480,ATPB_MOUSE,Atp5f1b,"ATP synthase subunit beta, mitochondrial",145913.0,329039.0,
1413,P62264,P62264,RS14_MOUSE,Rps14,40S ribosomal protein S14,38045.6,85766.0,
1414,Q8R127,Q8R127,SCPDL_MOUSE,Sccpdh,Saccharopine dehydrogenase-like oxidoreductase,18449.2,41586.9,
1415,Q63959,Q63959,KCNC3_MOUSE,Kcnc3,Potassium voltage-gated channel subfamily C member 3,46578.5,104991.0,
1416,P18872,P18872,GNAO_MOUSE,Gnao1,Guanine nucleotide-binding protein G(o) subunit alpha,767445.0,1727830.0,
1417,P52332,P52332,JAK1_MOUSE,Jak1,Tyrosine-protein kinase JAK1,5928.53,13345.5,
1418,P14873,P14873,MAP1B_MOUSE,Map1b,Microtubule-associated protein 1B,348191.0,783389.0,
1419,Q8R1A4,Q8R1A4,DOCK7_MOUSE,Dock7,Dedicator of cytokinesis protein 7,93245.5,209786.0,
1420,O55143,O55143,AT2A2_MOUSE,Atp2a2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,137902.0,310082.0,
1421,P41105,P41105,RL28_MOUSE,Rpl28,60S ribosomal protein L28,70537.6,158555.0,
1422,Q9EP53,Q9EP53,TSC1_MOUSE,Tsc1,Hamartin,19097.9,42853.6,
1423,Q8BZ98,P39054;Q8BZ98,DYN3_MOUSE,Dnm3,Dynamin-3,378643.0,849334.0,
1424,P18653,P18653,KS6A1_MOUSE,Rps6ka1,Ribosomal protein S6 kinase alpha-1,9249.32,20742.0,
1425,Q9CYH2,Q9CYH2,PXL2A_MOUSE,Prxl2a,Peroxiredoxin-like 2A,22139.0,49627.9,
1426,Q8K212,Q8K212,PACS1_MOUSE,Pacs1,Phosphofurin acidic cluster sorting protein 1,112339.0,251775.0,
1427,A2A690,A2A690,TANC2_MOUSE,Tanc2,Protein TANC2,46911.4,105081.0,
1428,Q8VD04,Q8VD04,GRAP1_MOUSE,Gripap1,GRIP1-associated protein 1,18333.9,41051.3,
1429,Q91V92,Q91V92,ACLY_MOUSE,Acly,ATP-citrate synthase,21045.8,47118.3,
1430,P14094,P14094,AT1B1_MOUSE,Atp1b1,Sodium/potassium-transporting ATPase subunit beta-1,786332.0,1760380.0,
1431,P63037,P63037,DNJA1_MOUSE,Dnaja1,DnaJ homolog subfamily A member 1,98332.5,220069.0,
1432,Q3UGY8,Q3UGY8,BIG3_MOUSE,Arfgef3,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,46311.9,103591.0,
1433,Q8JZQ2,Q8JZQ2,AFG32_MOUSE,Afg3l2,AFG3-like protein 2,72839.6,162679.0,
1434,Q8R404,Q8R404,MIC13_MOUSE,Micos13,MICOS complex subunit MIC13,121193.0,270665.0,
1435,Q9R0H5,Q9R0H5;Q9DCV7;Q6IFZ9,K2C71_MOUSE,Krt71,"Keratin, type II cytoskeletal 71",51252.2,114435.0,
1436,A2AHC3,A2AHC3,CAMP1_MOUSE,Camsap1,Calmodulin-regulated spectrin-associated protein 1,18414.0,41098.8,
1437,Q8BMF4,Q8BMF4,ODP2_MOUSE,Dlat,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",175576.0,391081.0,
1438,P27671,P27671,RGRF1_MOUSE,Rasgrf1,Ras-specific guanine nucleotide-releasing factor 1,90570.9,201656.0,
1439,Q8BVE3,Q8BVE3,VATH_MOUSE,Atp6v1h,V-type proton ATPase subunit H,190006.0,422978.0,
1440,P84104,P84104,SRSF3_MOUSE,Srsf3,Serine/arginine-rich splicing factor 3,387415.0,861969.0,
1441,Q6P1F6,Q6P1F6,2ABA_MOUSE,Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,66943.9,148783.0,
1442,P63168,P63168;Q9D0M5,DYL1_MOUSE,Dynll1,"Dynein light chain 1, cytoplasmic",88029.3,195593.0,
1443,Q8BVU5,Q8BVU5,NUDT9_MOUSE,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial",12628.2,28049.2,
1444,Q8R0H9,Q8R0H9,GGA1_MOUSE,Gga1,ADP-ribosylation factor-binding protein GGA1,11367.9,25224.0,
1445,Q922Y1,Q922Y1,UBXN1_MOUSE,Ubxn1,UBX domain-containing protein 1,37401.6,82959.6,
1446,O88737,O88737,BSN_MOUSE,Bsn,Protein bassoon,167203.0,370370.0,
1447,Q6PER3,Q6PER3,MARE3_MOUSE,Mapre3,Microtubule-associated protein RP/EB family member 3,112799.0,249727.0,
1448,O88705,O88705,HCN3_MOUSE,Hcn3,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,11285.2,24972.7,
1449,P17156,P17156,HSP72_MOUSE,Hspa2,Heat shock-related 70 kDa protein 2,58947.4,130423.0,
1450,Q922H2,Q922H2,PDK3_MOUSE,Pdk3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",31108.4,68803.2,
1451,Q922E4,Q922E4,PCY2_MOUSE,Pcyt2,Ethanolamine-phosphate cytidylyltransferase,20927.0,46273.2,
1452,Q80V91,Q80V91,DTX3_MOUSE,Dtx3,Probable E3 ubiquitin-protein ligase DTX3,35755.2,79053.5,
1453,Q9JIF7,Q9JIF7,COPB_MOUSE,Copb1,Coatomer subunit beta,16435.4,36327.6,
1454,P63030,P63030,MPC1_MOUSE,Mpc1,Mitochondrial pyruvate carrier 1,68363.7,150764.0,
1455,P84091,P84091,AP2M1_MOUSE,Ap2m1,AP-2 complex subunit mu,270263.0,595020.0,
1456,Q61035;Q99KK9,Q61035;Q99KK9,HARS1_MOUSE;SYHM_MOUSE,Hars1;Hars2,"Histidine--tRNA ligase, cytoplasmic",16084.7,35402.1,
1457,Q8R326,Q8R326,PSPC1_MOUSE,Pspc1,Paraspeckle component 1,1118420.0,2460350.0,
1458,Q61292,Q61292,LAMB2_MOUSE,Lamb2,Laminin subunit beta-2,18323.9,40243.3,
1459,Q811P8,Q811P8,RHG32_MOUSE,Arhgap32,Rho GTPase-activating protein 32,23569.3,51722.0,
1460,Q3UHD6,Q3UHD6,SNX27_MOUSE,Snx27,Sorting nexin-27,29050.8,63739.6,
1461,P62242,P62242,RS8_MOUSE,Rps8,40S ribosomal protein S8,378740.0,830833.0,
1462,Q8CE90,Q8CE90,MP2K7_MOUSE,Map2k7,Dual specificity mitogen-activated protein kinase kinase 7,36693.7,80435.8,
1463,P62858,P62858,RS28_MOUSE,Rps28,40S ribosomal protein S28,19299.3,42229.1,
1464,O54946,O54946,DNJB6_MOUSE,Dnajb6,DnaJ homolog subfamily B member 6,25759.0,56355.1,
1465,Q9QYJ0,Q9QYJ0,DNJA2_MOUSE,Dnaja2,DnaJ homolog subfamily A member 2,108019.0,236045.0,
1466,Q9CXW4,Q9CXW4,RL11_MOUSE,Rpl11,60S ribosomal protein L11,56288.4,122811.0,
1467,Q9JM52,Q9JM52,MINK1_MOUSE,Mink1,Misshapen-like kinase 1,100329.0,218814.0,
1468,P62334,P62334,PRS10_MOUSE,Psmc6,26S proteasome regulatory subunit 10B,136818.0,297963.0,
1469,Q6P4S6,Q6P4S6,SIK3_MOUSE,Sik3,Serine/threonine-protein kinase SIK3,92237.4,200867.0,
1470,P28740,P28740,KIF2A_MOUSE,Kif2a,Kinesin-like protein KIF2A,140902.0,306734.0,
1471,Q01405,Q01405,SC23A_MOUSE,Sec23a,Protein transport protein Sec23A,14630.9,31835.0,
1472,Q91XM9,Q91XM9,DLG2_MOUSE,Dlg2,Disks large homolog 2,86525.1,188239.0,
1473,A2AJI0,A2AJI0,MA7D1_MOUSE,Map7d1,MAP7 domain-containing protein 1,107712.0,234305.0,
1474,P51881,P51881,ADT2_MOUSE,Slc25a5,ADP/ATP translocase 2,2378700.0,5168120.0,
1475,Q61102,Q61102,ABCB7_MOUSE,Abcb7,"Iron-sulfur clusters transporter ABCB7, mitochondrial",48785.8,105993.0,
1476,Q6P9K8,Q6P9K8,CSKI1_MOUSE,Caskin1,Caskin-1,56797.3,123300.0,
1477,Q9Z0X1,Q9Z0X1,AIFM1_MOUSE,Aifm1,"Apoptosis-inducing factor 1, mitochondrial",26221.2,56866.5,
1478,Q9D0J4,Q9D0J4,ARL2_MOUSE,Arl2,ADP-ribosylation factor-like protein 2,28251.7,61245.8,
1479,Q62417,Q62417,SRBS1_MOUSE,Sorbs1,Sorbin and SH3 domain-containing protein 1,69677.0,150883.0,
1480,Q9D7P6,Q9D7P6,ISCU_MOUSE,Iscu,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",23262.7,50361.1,
1481,Q8VH51,Q8VH51,RBM39_MOUSE,Rbm39,RNA-binding protein 39,322305.0,697377.0,
1482,Q62093,Q62093,SRSF2_MOUSE,Srsf2,Serine/arginine-rich splicing factor 2,100686.0,217732.0,
1483,Q8K0T0,Q8K0T0,RTN1_MOUSE,Rtn1,Reticulon-1,147394.0,318680.0,
1484,Q9QYR6,Q9QYR6,MAP1A_MOUSE,Map1a,Microtubule-associated protein 1A,978570.0,2111670.0,
1485,P55012,P55012,S12A2_MOUSE,Slc12a2,Solute carrier family 12 member 2,37277.3,80357.7,
1486,Q61792,Q61792,LASP1_MOUSE,Lasp1,LIM and SH3 domain protein 1,32031.6,69047.9,
1487,A2AWA9,A2AWA9,RBGP1_MOUSE,Rabgap1,Rab GTPase-activating protein 1,45097.0,97131.6,
1488,Q9DC28,Q9DC28,KC1D_MOUSE,Csnk1d,Casein kinase I isoform delta,16664.5,35888.9,
1489,Q9JKY5,Q8VD75;Q9JKY5,HIP1R_MOUSE,Hip1r,Huntingtin-interacting protein 1-related protein,38292.1,82318.2,
1490,Q8R2R9,Q8R2R9,AP3M2_MOUSE,Ap3m2,AP-3 complex subunit mu-2,48779.7,104767.0,
1491,Q99LI8,Q99LI8,HGS_MOUSE,Hgs,Hepatocyte growth factor-regulated tyrosine kinase substrate,28142.0,60386.8,
1492,P07901,P07901,HS90A_MOUSE,Hsp90aa1,Heat shock protein HSP 90-alpha,102883.0,220265.0,
1493,E9Q912,E9Q912,GDS1_MOUSE,Rap1gds1,Rap1 GTPase-GDP dissociation stimulator 1,32564.0,69669.4,
1494,P20029,P20029,BIP_MOUSE,Hspa5,Endoplasmic reticulum chaperone BiP,82115.1,175668.0,
1495,P17426,P17426;P17427,AP2A1_MOUSE,Ap2a1,AP-2 complex subunit alpha-1,227272.0,486141.0,
1496,Q2YDW2,Q2YDW2,MSTO1_MOUSE,Msto1,Protein misato homolog 1,8983.65,19211.4,
1497,Q9QZN1,Q9QZN1,FXL17_MOUSE,Fbxl17,F-box/LRR-repeat protein 17,29203.3,62439.7,
1498,P58871,P58871,TB182_MOUSE,Tnks1bp1,182 kDa tankyrase-1-binding protein,62057.7,132498.0,
1499,Q9WTX5,Q9WTX5,SKP1_MOUSE,Skp1,S-phase kinase-associated protein 1,39043.1,83341.3,
1500,Q9QXY6,Q9EQP2;Q9QXY6,EHD3_MOUSE,Ehd3,EH domain-containing protein 3,107283.0,228642.0,
1501,O70152,O70152,DPM1_MOUSE,Dpm1,Dolichol-phosphate mannosyltransferase subunit 1,62342.6,132849.0,
1502,P25444,P25444,RS2_MOUSE,Rps2,40S ribosomal protein S2,75255.1,160155.0,
1503,P53668,P53668,LIMK1_MOUSE,Limk1,LIM domain kinase 1,9665.76,20563.5,
1504,P47915,P47915,RL29_MOUSE,Rpl29,60S ribosomal protein L29,98661.3,209839.0,
1505,P10126,P10126,EF1A1_MOUSE,Eef1a1,Elongation factor 1-alpha 1,1996120.0,4245090.0,
1506,Q3UHJ0,Q3UHJ0;Q91Z96,AAK1_MOUSE,Aak1,AP2-associated protein kinase 1,58851.6,125138.0,
1507,Q3UTZ3,Q3UTZ3,TPC14_MOUSE,Trappc14,Trafficking protein particle complex subunit 14,33607.1,71440.8,
1508,Q9QXL2,Q9QXL2,KI21A_MOUSE,Kif21a,Kinesin-like protein KIF21A,65941.1,140136.0,
1509,P70290,P70290,EM55_MOUSE,Mpp1,55 kDa erythrocyte membrane protein,74615.4,158534.0,
1510,Q9Z0J4,Q9Z0J4,NOS1_MOUSE,Nos1,"Nitric oxide synthase, brain",53819.6,114319.0,
1511,Q60902,Q60902,EP15R_MOUSE,Eps15l1,Epidermal growth factor receptor substrate 15-like 1,84007.6,178383.0,
1512,Q9WV18,Q9WV18,GABR1_MOUSE,Gabbr1,Gamma-aminobutyric acid type B receptor subunit 1,38387.3,81504.2,
1513,Q80VC9,Q80VC9,CAMP3_MOUSE,Camsap3,Calmodulin-regulated spectrin-associated protein 3,26455.5,56096.8,
1514,P32921,P32921,SYWC_MOUSE,Wars1,"Tryptophan--tRNA ligase, cytoplasmic",52661.8,111543.0,
1515,Q8R1Q8,Q8R1Q8,DC1L1_MOUSE,Dync1li1,Cytoplasmic dynein 1 light intermediate chain 1,104490.0,221242.0,
1516,Q9DC70,Q9DC70,NDUS7_MOUSE,Ndufs7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",8837.35,18711.5,
1517,P97427,P97427,DPYL1_MOUSE,Crmp1,Dihydropyrimidinase-related protein 1,116969.0,247558.0,
1518,E9Q3L2,E9Q3L2,PI4KA_MOUSE,Pi4ka,Phosphatidylinositol 4-kinase alpha,120665.0,255179.0,
1519,Q80T41,Q80T41,GABR2_MOUSE,Gabbr2,Gamma-aminobutyric acid type B receptor subunit 2,39934.4,84362.2,
1520,Q68FD5,Q68FD5,CLH1_MOUSE,Cltc,Clathrin heavy chain 1,191234.0,403711.0,
1521,P63101,P63101,1433Z_MOUSE,Ywhaz,14-3-3 protein zeta/delta,266335.0,561350.0,
1522,Q8VDD5,Q8VDD5,MYH9_MOUSE,Myh9,Myosin-9,194542.0,410025.0,
1523,Q99JT2;Q9Z2W1,Q99JT2;Q9Z2W1,STK25_MOUSE;STK26_MOUSE,Stk25;Stk26,Serine/threonine-protein kinase 26,9661.93,20335.2,
1524,Q9WTQ5,Q9WTQ5,AKA12_MOUSE,Akap12,A-kinase anchor protein 12,58627.7,123099.0,
1525,Q6WVG3,Q6WVG3,KCD12_MOUSE,Kctd12,BTB/POZ domain-containing protein KCTD12,40313.3,84623.1,
1526,Q8R570,Q8R570,SNP47_MOUSE,Snap47,Synaptosomal-associated protein 47,142830.0,299589.0,
1527,P63137,P63137,GBRB2_MOUSE,Gabrb2,Gamma-aminobutyric acid receptor subunit beta-2,25102.4,52640.6,
1528,P46414,P46414,CDN1B_MOUSE,Cdkn1b,Cyclin-dependent kinase inhibitor 1B,10551.7,22127.0,
1529,Q8BIJ6,Q8BIJ6,SYIM_MOUSE,Iars2,"Isoleucine--tRNA ligase, mitochondrial",76737.8,160908.0,
1530,Q80WQ2,Q80WQ2,VAC14_MOUSE,Vac14,Protein VAC14 homolog,20098.9,42114.6,
1531,Q8BIJ7,Q8BIJ7,RUFY1_MOUSE,Rufy1,RUN and FYVE domain-containing protein 1,22003.2,46075.4,
1532,Q80XK6,Q80XK6,ATG2B_MOUSE,Atg2b,Autophagy-related protein 2 homolog B,19855.3,41557.4,
1533,Q8VEJ9,Q8VEJ9,VPS4A_MOUSE,Vps4a,Vacuolar protein sorting-associated protein 4A,44870.1,93855.6,
1534,O88703,O88703,HCN2_MOUSE,Hcn2,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,52137.4,109030.0,
1535,Q9JM63,Q9JM63,KCJ10_MOUSE,Kcnj10,ATP-sensitive inward rectifier potassium channel 10,91437.9,190730.0,
1536,Q9QYB8,Q9QYB8,ADDB_MOUSE,Add2,Beta-adducin,70343.3,146698.0,
1537,Q9JKR6,Q9JKR6,HYOU1_MOUSE,Hyou1,Hypoxia up-regulated protein 1,38819.9,80939.0,
1538,Q3UVX5,Q3UVX5,GRM5_MOUSE,Grm5,Metabotropic glutamate receptor 5,45395.3,94616.5,
1539,Q5SYD0,Q5SYD0,MYO1D_MOUSE,Myo1d,Unconventional myosin-Id,3075830.0,6406140.0,
1540,Q920I9,Q920I9,WDR7_MOUSE,Wdr7,WD repeat-containing protein 7,227581.0,473557.0,
1541,P12815,P12815,PDCD6_MOUSE,Pdcd6,Programmed cell death protein 6,43980.4,91433.6,
1542,P84075;Q91X97,P84075;Q91X97;P62748,HPCA_MOUSE;NCALD_MOUSE,Hpca;Ncald,Neuron-specific calcium-binding protein hippocalcin,47335.4,98359.2,
1543,Q8BHC1,Q8BHC1,RB39B_MOUSE,Rab39b,Ras-related protein Rab-39B,39298.3,81636.9,
1544,Q8CAQ8,Q8CAQ8,MIC60_MOUSE,Immt,MICOS complex subunit Mic60,75336.6,156447.0,
1545,Q9D880,Q9D880,TIM50_MOUSE,Timm50,Mitochondrial import inner membrane translocase subunit TIM50,92173.7,191349.0,
1546,Q04750,Q04750,TOP1_MOUSE,Top1,DNA topoisomerase 1,28805.1,59787.8,
1547,P0C027;P0C028,P0C027;P0C028,NUD10_MOUSE;NUD11_MOUSE,Nudt10;Nudt11,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,29222.8,60636.7,
1548,P57776,P57776,EF1D_MOUSE,Eef1d,Elongation factor 1-delta,28254.7,58614.6,
1549,Q9Z2A5,Q9Z2A5,ATE1_MOUSE,Ate1,Arginyl-tRNA--protein transferase 1,31983.8,66326.7,
1550,Q3TY60,Q3TY60,F131B_MOUSE,Fam131b,Protein FAM131B,42310.5,87716.8,
1551,Q8BG67,Q8BG67,EFR3A_MOUSE,Efr3a,Protein EFR3 homolog A,15445.0,31990.9,
1552,Q9R0P9,Q9R0P9,UCHL1_MOUSE,Uchl1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,26404.4,54680.4,
1553,P17710,P17710,HXK1_MOUSE,Hk1,Hexokinase-1,68742.1,142002.0,
1554,Q9ESN6,Q9ESN6,TRIM2_MOUSE,Trim2,Tripartite motif-containing protein 2,8921.78,18381.7,
1555,O35927,O35927,CTND2_MOUSE,Ctnnd2,Catenin delta-2,130722.0,269039.0,
1556,Q99K01,Q99K01,PDXD1_MOUSE,Pdxdc1,Pyridoxal-dependent decarboxylase domain-containing protein 1,14395.8,29626.7,
1557,Q3UHD9,Q3UHD9,AGAP2_MOUSE,Agap2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",240221.0,494018.0,
1558,Q91V61,Q91V61,SFXN3_MOUSE,Sfxn3,Sideroflexin-3,184805.0,379793.0,
1559,Q9CQN1,Q9CQN1,TRAP1_MOUSE,Trap1,"Heat shock protein 75 kDa, mitochondrial",208141.0,427448.0,
1560,P46471,P46471,PRS7_MOUSE,Psmc2,26S proteasome regulatory subunit 7,56778.7,116523.0,
1561,Q9QUR7,Q9QUR7,PIN1_MOUSE,Pin1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,32974.1,67645.3,
1562,Q91V14,Q91V14,S12A5_MOUSE,Slc12a5,Solute carrier family 12 member 5,126933.0,260329.0,
1563,O70325,O70325,GPX4_MOUSE,Gpx4,Phospholipid hydroperoxide glutathione peroxidase,204926.0,419881.0,
1564,Q8BR92,Q8BR92,PALM2_MOUSE,Palm2,Paralemmin-2,27180.2,55675.7,
1565,Q9DAW9,Q9DAW9,CNN3_MOUSE,Cnn3,Calponin-3,33750.3,69094.9,
1566,Q3ULJ0,Q3ULJ0,GPD1L_MOUSE,Gpd1l,Glycerol-3-phosphate dehydrogenase 1-like protein,146994.0,300189.0,
1567,Q99KQ4,Q99KQ4,NAMPT_MOUSE,Nampt,Nicotinamide phosphoribosyltransferase,32677.0,66683.6,
1568,P84309,P84309,ADCY5_MOUSE,Adcy5,Adenylate cyclase type 5,21764.3,44385.5,
1569,P42125,P42125,ECI1_MOUSE,Eci1,"Enoyl-CoA delta isomerase 1, mitochondrial",39244.6,80022.4,
1570,P99029,P99029,PRDX5_MOUSE,Prdx5,"Peroxiredoxin-5, mitochondrial",293635.0,597644.0,
1571,Q0P5W1,Q0P5W1,VPS8_MOUSE,Vps8,Vacuolar protein sorting-associated protein 8 homolog,15868.4,32286.7,
1572,O55131,O55131;Q9DA97;Q8C650,SEPT7_MOUSE,Septin7,Septin-7,127427.0,258468.0,
1573,P51410,P51410,RL9_MOUSE,Rpl9,60S ribosomal protein L9,69987.0,141915.0,
1574,P61211,P61211,ARL1_MOUSE,Arl1,ADP-ribosylation factor-like protein 1,14999.5,30386.1,
1575,Q80TT2,Q80TT2,BAIP3_MOUSE,Baiap3,BAI1-associated protein 3,36084.2,72858.0,
1576,O70503,O70503,DHB12_MOUSE,Hsd17b12,Very-long-chain 3-oxoacyl-CoA reductase,57639.1,116277.0,
1577,P28867,P28867,KPCD_MOUSE,Prkcd,Protein kinase C delta type,15444.7,31132.9,
1578,Q9DBJ1,Q9DBJ1,PGAM1_MOUSE,Pgam1,Phosphoglycerate mutase 1,18338.3,36915.9,
1579,Q9DCX2,Q9DCX2,ATP5H_MOUSE,Atp5pd,"ATP synthase subunit d, mitochondrial",15222.1,30611.1,
1580,Q8CBY8,Q8CBY8,DCTN4_MOUSE,Dctn4,Dynactin subunit 4,50993.0,102501.0,
1581,Q6PIE5,Q6PIE5,AT1A2_MOUSE,Atp1a2,Sodium/potassium-transporting ATPase subunit alpha-2,1983990.0,3987110.0,
1582,Q99JG2,Q99JG2,G37L1_MOUSE,Gpr37l1,G-protein coupled receptor 37-like 1,29861.4,59963.2,
1583,Q7TT50,Q7TT50,MRCKB_MOUSE,Cdc42bpb,Serine/threonine-protein kinase MRCK beta,25328.3,50852.4,
1584,P62743,P62743,AP2S1_MOUSE,Ap2s1,AP-2 complex subunit sigma,86934.6,174303.0,
1585,Q9R1Q8,Q9R1Q8,TAGL3_MOUSE,Tagln3,Transgelin-3,26416.6,52879.4,
1586,P16858,P16858,G3P_MOUSE,Gapdh,Glyceraldehyde-3-phosphate dehydrogenase,6259650.0,12527200.0,
1587,P46097,P46097,SYT2_MOUSE,Syt2,Synaptotagmin-2,38308.3,76644.9,
1588,Q9DB41,Q9DB41,GHC2_MOUSE,Slc25a18,Mitochondrial glutamate carrier 2,884452.0,1769330.0,
1589,Q8K4I3,Q8K4I3,ARHG6_MOUSE,Arhgef6,Rho guanine nucleotide exchange factor 6,14137.8,28228.4,
1590,Q60634,Q60634,FLOT2_MOUSE,Flot2,Flotillin-2,17837.0,35602.8,
1591,Q9WUM4,Q9WUM4,COR1C_MOUSE,Coro1c,Coronin-1C,83631.9,166860.0,
1592,Q6ZWN5,Q6ZWN5,RS9_MOUSE,Rps9,40S ribosomal protein S9,142686.0,284220.0,
1593,Q80SW1,Q68FL4;Q80SW1,SAHH2_MOUSE,Ahcyl1,S-adenosylhomocysteine hydrolase-like protein 1,96682.4,192284.0,
1594,P50516,P50516,VATA_MOUSE,Atp6v1a,V-type proton ATPase catalytic subunit A,112283.0,223202.0,
1595,P61264,P61264,STX1B_MOUSE,Stx1b,Syntaxin-1B,57639.7,114533.0,
1596,P61750,P61750,ARF4_MOUSE,Arf4,ADP-ribosylation factor 4,68718.6,136475.0,
1597,Q9DCB8,Q9DCB8,ISCA2_MOUSE,Isca2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",16400.6,32570.6,
1598,Q9DBG3,O35643;Q9DBG3,AP2B1_MOUSE,Ap2b1,AP-2 complex subunit beta,95939.7,190384.0,
1599,G5E8K5,G5E8K5,ANK3_MOUSE,Ank3,Ankyrin-3,42621.5,84516.4,
1600,Q921J2,Q921J2,RHEB_MOUSE,Rheb,GTP-binding protein Rheb,154503.0,306321.0,
1601,Q9CZT8,Q9CZT8,RAB3B_MOUSE,Rab3b,Ras-related protein Rab-3B,130278.0,258201.0,
1602,P11499,P07901;P11499,HS90B_MOUSE,Hsp90ab1,Heat shock protein HSP 90-beta,169297.0,335437.0,
1603,Q64310,Q64310,SURF4_MOUSE,Surf4,Surfeit locus protein 4,39593.3,78436.1,
1604,Q8R050,Q8R050,ERF3A_MOUSE,Gspt1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,124389.0,246343.0,
1605,O70456,O70456,1433S_MOUSE,Sfn,14-3-3 protein sigma,470166.0,930350.0,
1606,Q62418,Q62418,DBNL_MOUSE,Dbnl,Drebrin-like protein,75928.9,150067.0,
1607,Q7TQ95,Q7TQ95,LNP_MOUSE,Lnpk,Endoplasmic reticulum junction formation protein lunapark,8587.67,16968.4,
1608,Q80U57,Q80U57,RIMS3_MOUSE,Rims3,Regulating synaptic membrane exocytosis protein 3,14313.0,28256.9,
1609,Q9D023,Q9D023,MPC2_MOUSE,Mpc2,Mitochondrial pyruvate carrier 2,33009.6,65142.6,
1610,Q61548,Q61548,AP180_MOUSE,Snap91,Clathrin coat assembly protein AP180,143987.0,283452.0,
1611,Q61037,Q61037,TSC2_MOUSE,Tsc2,Tuberin,27448.5,54023.2,
1612,Q91Z61,Q91Z61,DIRA1_MOUSE,Diras1,GTP-binding protein Di-Ras1,105567.0,207468.0,
1613,Q9JME5,Q9JME5;Q9Z1T1,AP3B2_MOUSE,Ap3b2,AP-3 complex subunit beta-2,170433.0,334594.0,
1614,P62702,P62702,RS4X_MOUSE,Rps4x,"40S ribosomal protein S4, X isoform",187465.0,367843.0,
1615,Q8CDA1,Q8CDA1,SAC2_MOUSE,Inpp5f,Phosphatidylinositide phosphatase SAC2,15957.4,31274.6,
1616,Q91YM2,Q91YM2,RHG35_MOUSE,Arhgap35,Rho GTPase-activating protein 35,115383.0,225920.0,
1617,P48758,P48758,CBR1_MOUSE,Cbr1,Carbonyl reductase [NADPH] 1,70572.6,137899.0,
1618,Q80U23,Q80U23,SNPH_MOUSE,Snph,Syntaphilin,100982.0,197261.0,
1619,Q8BPN8,Q8BPN8,DMXL2_MOUSE,Dmxl2,DmX-like protein 2,149547.0,291630.0,
1620,Q8BGD5,Q8BGD5,CPT1C_MOUSE,Cpt1c,"Carnitine O-palmitoyltransferase 1, brain isoform",6003.08,11702.3,
